Time,Displacement,Tensile strain (Displacement),Force
"1780.0000","-0.2193","-0.2521","-0.0037"
"1800.0000","-0.2193","-0.2521","-0.0038"
"1820.0001","-0.2193","-0.2521","-0.0038"
"1840.0000","-0.2193","-0.2521","-0.0037"
"1860.0000","-0.2193","-0.2521","-0.0036"
"1880.0000","-0.2193","-0.2521","-0.0038"
"1900.0000","-0.2193","-0.2521","-0.0042"
"1920.0000","-0.2193","-0.2521","-0.0039"
"1940.0001","-0.2193","-0.2521","-0.0037"
"1960.0000","-0.2193","-0.2521","-0.0040"
"1980.0000","-0.2193","-0.2521","-0.0038"
"2000.0000","-0.2193","-0.2521","-0.0038"
"2020.0000","-0.2193","-0.2521","-0.0039"
"2040.0000","-0.2193","-0.2521","-0.0039"
"2059.9999","-0.2193","-0.2521","-0.0037"
"2079.9999","-0.2193","-0.2521","-0.0037"
"2099.9999","-0.2193","-0.2521","-0.0037"
"2119.9999","-0.2193","-0.2521","-0.0036"
"2140.0001","-0.2194","-0.2521","-0.0039"
"2160.0001","-0.2194","-0.2521","-0.0040"
"2180.0001","-0.2194","-0.2521","-0.0039"
"2200.0000","-0.2194","-0.2521","-0.0039"
"2220.0000","-0.2194","-0.2521","-0.0041"
"2240.0000","-0.2194","-0.2521","-0.0038"
"2260.0000","-0.2194","-0.2521","-0.0038"
"2280.0000","-0.2194","-0.2521","-0.0037"
"2300.0000","-0.2194","-0.2521","-0.0036"
"2319.9999","-0.2194","-0.2521","-0.0039"
"2339.9999","-0.2194","-0.2521","-0.0039"
"2359.9999","-0.2194","-0.2521","-0.0041"
"2380.0001","-0.2194","-0.2521","-0.0039"
"2400.0001","-0.2194","-0.2521","-0.0038"
"2420.0001","-0.2194","-0.2521","-0.0041"
"2440.0001","-0.2194","-0.2521","-0.0041"
"2460.0000","-0.2194","-0.2521","-0.0039"
"2480.0000","-0.2194","-0.2521","-0.0040"
"2500.0000","-0.2194","-0.2521","-0.0038"
"2520.0000","-0.2194","-0.2521","-0.0037"
"2540.0000","-0.2194","-0.2521","-0.0037"
"2559.9999","-0.2194","-0.2521","-0.0037"
"2579.9999","-0.2194","-0.2521","-0.0038"
"2599.9999","-0.2194","-0.2521","-0.0042"
"2619.9999","-0.2194","-0.2522","-0.0041"
"2640.0001","-0.2194","-0.2522","-0.0039"
"2660.0001","-0.2194","-0.2522","-0.0036"
"2680.0001","-0.2194","-0.2522","-0.0039"
"2700.0000","-0.2194","-0.2522","-0.0041"
"2720.0000","-0.2194","-0.2522","-0.0040"
"2740.0000","-0.2194","-0.2522","-0.0042"
"2760.0000","-0.2194","-0.2522","-0.0040"
"2780.0000","-0.2194","-0.2522","-0.0040"
"2800.0000","-0.2194","-0.2522","-0.0041"
"2819.9999","-0.2194","-0.2522","-0.0039"
"2839.9999","-0.2194","-0.2522","-0.0040"
"2859.9999","-0.2194","-0.2522","-0.0039"
"2880.0001","-0.2194","-0.2522","-0.0038"
"2900.0001","-0.2194","-0.2522","-0.0041"
"2920.0001","-0.2194","-0.2522","-0.0039"
"2940.0001","-0.2194","-0.2522","-0.0039"
"2960.0000","-0.2194","-0.2522","-0.0040"
"2980.0000","-0.2194","-0.2522","-0.0040"
"3000.0000","-0.2194","-0.2522","-0.0045"
"3020.0000","-0.2194","-0.2522","-0.0045"
"3040.0000","-0.2194","-0.2522","-0.0040"
"3059.9999","-0.2194","-0.2522","-0.0039"
"3079.9999","-0.2194","-0.2522","-0.0038"
"3099.9999","-0.2194","-0.2522","-0.0039"
"3119.9999","-0.2194","-0.2522","-0.0040"
"3140.0001","-0.2194","-0.2522","-0.0042"
"3160.0001","-0.2194","-0.2522","-0.0042"
"3180.0001","-0.2194","-0.2522","-0.0041"
"3200.0000","-0.2194","-0.2522","-0.0040"
"3220.0000","-0.2194","-0.2522","-0.0042"
"3240.0000","-0.2194","-0.2522","-0.0038"
"3260.0000","-0.2194","-0.2522","-0.0036"
"3280.0000","-0.2194","-0.2522","-0.0036"
"3300.0000","-0.2194","-0.2522","-0.0038"
"3319.9999","-0.2194","-0.2522","-0.0042"
"3339.9999","-0.2194","-0.2522","-0.0042"
"3359.9999","-0.2194","-0.2522","-0.0044"
"3380.0001","-0.2194","-0.2522","-0.0042"
"3400.0001","-0.2194","-0.2522","-0.0040"
"3420.0001","-0.2194","-0.2522","-0.0039"
"3440.0001","-0.2194","-0.2522","-0.0038"
"3460.0000","-0.2194","-0.2522","-0.0038"
"3480.0000","-0.2194","-0.2521","-0.0037"
"3500.0000","-0.2194","-0.2521","-0.0037"
"3520.0000","-0.2194","-0.2521","-0.0038"
"3540.0000","-0.2194","-0.2521","-0.0039"
"3559.9999","-0.2194","-0.2521","-0.0036"
"3579.9999","-0.2194","-0.2521","-0.0038"
"3599.9999","-0.2194","-0.2521","-0.0042"
"3619.9999","-0.2194","-0.2521","-0.0042"
"3640.0001","-0.2194","-0.2521","-0.0041"
"3660.0001","-0.2194","-0.2521","-0.0038"
"3680.0001","-0.2194","-0.2521","-0.0039"
"3700.0000","-0.2194","-0.2521","-0.0040"
"3720.0000","-0.2194","-0.2521","-0.0035"
"3740.0000","-0.2194","-0.2521","-0.0037"
"3760.0000","-0.2194","-0.2521","-0.0039"
"3780.0000","-0.2194","-0.2521","-0.0039"
"3800.0000","-0.2194","-0.2521","-0.0039"
"3819.9999","-0.2194","-0.2521","-0.0036"
"3839.9999","-0.2194","-0.2521","-0.0034"
"3859.9999","-0.2194","-0.2521","-0.0037"
"3880.0001","-0.2194","-0.2521","-0.0035"
"3900.0001","-0.2194","-0.2521","-0.0035"
"3920.0001","-0.2194","-0.2521","-0.0033"
"3940.0001","-0.2194","-0.2521","-0.0035"
"3960.0000","-0.2194","-0.2521","-0.0035"
"3980.0000","-0.2194","-0.2521","-0.0035"
"4000.0000","-0.2194","-0.2521","-0.0039"
"4020.0000","-0.2194","-0.2521","-0.0038"
"4040.0000","-0.2194","-0.2521","-0.0035"
"4059.9999","-0.2194","-0.2521","-0.0038"
"4079.9999","-0.2194","-0.2521","-0.0040"
"4099.9999","-0.2194","-0.2521","-0.0039"
"4119.9999","-0.2194","-0.2521","-0.0039"
"4139.9999","-0.2194","-0.2521","-0.0037"
"4159.9998","-0.2194","-0.2521","-0.0037"
"4179.9998","-0.2194","-0.2521","-0.0037"
"4199.9998","-0.2194","-0.2521","-0.0036"
"4219.9998","-0.2194","-0.2521","-0.0037"
"4239.9998","-0.2194","-0.2521","-0.0035"
"4260.0002","-0.2194","-0.2521","-0.0033"
"4280.0002","-0.2194","-0.2521","-0.0034"
"4300.0002","-0.2194","-0.2521","-0.0033"
"4320.0002","-0.2194","-0.2521","-0.0034"
"4340.0002","-0.2194","-0.2521","-0.0034"
"4360.0001","-0.2194","-0.2521","-0.0034"
"4380.0001","-0.2194","-0.2521","-0.0036"
"4400.0001","-0.2194","-0.2521","-0.0034"
"4420.0001","-0.2194","-0.2521","-0.0036"
"4440.0001","-0.2194","-0.2521","-0.0035"
"4460.0000","-0.2194","-0.2521","-0.0035"
"4480.0000","-0.2194","-0.2521","-0.0035"
"4500.0000","-0.2194","-0.2521","-0.0033"
"4520.0000","-0.2194","-0.2521","-0.0035"
"4540.0000","-0.2194","-0.2521","-0.0036"
"4559.9999","-0.2194","-0.2521","-0.0034"
"4579.9999","-0.2194","-0.2521","-0.0035"
"4599.9999","-0.2194","-0.2521","-0.0034"
"4619.9999","-0.2194","-0.2521","-0.0033"
"4639.9999","-0.2194","-0.2521","-0.0034"
"4659.9998","-0.2194","-0.2521","-0.0035"
"4679.9998","-0.2194","-0.2521","-0.0034"
"4699.9998","-0.2194","-0.2521","-0.0035"
"4719.9998","-0.2194","-0.2521","-0.0033"
"4739.9998","-0.2194","-0.2521","-0.0033"
"4760.0002","-0.2194","-0.2521","-0.0035"
"4780.0002","-0.2194","-0.2521","-0.0037"
"4800.0002","-0.2194","-0.2521","-0.0036"
"4820.0002","-0.2194","-0.2521","-0.0032"
"4840.0002","-0.2194","-0.2521","-0.0036"
"4860.0001","-0.2194","-0.2521","-0.0036"
"4880.0001","-0.2194","-0.2521","-0.0033"
"4900.0001","-0.2194","-0.2521","-0.0031"
"4920.0001","-0.2194","-0.2521","-0.0033"
"4940.0001","-0.2194","-0.2521","-0.0034"
"4960.0000","-0.2194","-0.2521","-0.0035"
"4980.0000","-0.2194","-0.2521","-0.0035"
"5000.0000","-0.2194","-0.2521","-0.0032"
"5020.0000","-0.2194","-0.2521","-0.0031"
"5040.0000","-0.2194","-0.2521","-0.0029"
"5059.9999","-0.2194","-0.2521","-0.0031"
"5079.9999","-0.2194","-0.2521","-0.0031"
"5099.9999","-0.2194","-0.2521","-0.0031"
"5119.9999","-0.2194","-0.2521","-0.0033"
"5139.9999","-0.2194","-0.2521","-0.0034"
"5159.9998","-0.2194","-0.2521","-0.0035"
"5179.9998","-0.2194","-0.2521","-0.0032"
"5199.9998","-0.2194","-0.2521","-0.0032"
"5219.9998","-0.2194","-0.2521","-0.0031"
"5239.9998","-0.2194","-0.2521","-0.0031"
"5260.0002","-0.2194","-0.2521","-0.0032"
"5280.0002","-0.2194","-0.2521","-0.0033"
"5300.0002","-0.2194","-0.2521","-0.0030"
"5320.0002","-0.2194","-0.2521","-0.0030"
"5340.0002","-0.2194","-0.2521","-0.0031"
"5360.0001","-0.2194","-0.2521","-0.0030"
"5380.0001","-0.2194","-0.2521","-0.0032"
"5400.0001","-0.2194","-0.2521","-0.0032"
"5420.0001","-0.2194","-0.2521","-0.0031"
"5440.0001","-0.2194","-0.2521","-0.0032"
"5460.0000","-0.2194","-0.2521","-0.0031"
"5480.0000","-0.2194","-0.2521","-0.0030"
"5500.0000","-0.2194","-0.2521","-0.0029"
"5520.0000","-0.2194","-0.2521","-0.0028"
"5540.0000","-0.2194","-0.2521","-0.0029"
"5559.9999","-0.2194","-0.2521","-0.0029"
"5579.9999","-0.2194","-0.2521","-0.0030"
"5599.9999","-0.2194","-0.2521","-0.0033"
"5619.9999","-0.2194","-0.2521","-0.0030"
"5639.9999","-0.2194","-0.2521","-0.0028"
"5659.9998","-0.2194","-0.2521","-0.0029"
"5679.9998","-0.2194","-0.2521","-0.0029"
"5699.9998","-0.2194","-0.2521","-0.0028"
"5719.9998","-0.2194","-0.2521","-0.0029"
"5739.9998","-0.2194","-0.2521","-0.0030"
"5760.0002","-0.2194","-0.2521","-0.0030"
"5780.0002","-0.2194","-0.2521","-0.0029"
"5800.0002","-0.2194","-0.2521","-0.0031"
"5820.0002","-0.2194","-0.2521","-0.0028"
"5840.0002","-0.2194","-0.2521","-0.0026"
"5860.0001","-0.2194","-0.2521","-0.0026"
"5880.0001","-0.2194","-0.2521","-0.0026"
"5900.0001","-0.2194","-0.2521","-0.0028"
"5920.0001","-0.2194","-0.2521","-0.0027"
"5940.0001","-0.2194","-0.2521","-0.0027"
"5960.0000","-0.2194","-0.2521","-0.0026"
"5980.0000","-0.2194","-0.2521","-0.0027"
"6000.0000","-0.2194","-0.2521","-0.0028"
"6020.0000","-0.2194","-0.2521","-0.0031"
"6040.0000","-0.2194","-0.2521","-0.0028"
"6059.9999","-0.2194","-0.2521","-0.0028"
"6079.9999","-0.2194","-0.2521","-0.0028"
"6099.9999","-0.2194","-0.2521","-0.0028"
"6119.9999","-0.2194","-0.2521","-0.0030"
"6139.9999","-0.2194","-0.2521","-0.0026"
"6159.9998","-0.2194","-0.2521","-0.0023"
"6179.9998","-0.2194","-0.2521","-0.0024"
"6199.9998","-0.2194","-0.2521","-0.0025"
"6219.9998","-0.2194","-0.2521","-0.0027"
"6239.9998","-0.2194","-0.2521","-0.0025"
"6260.0002","-0.2194","-0.2521","-0.0025"
"6280.0002","-0.2194","-0.2521","-0.0026"
"6300.0002","-0.2194","-0.2521","-0.0029"
"6320.0002","-0.2194","-0.2521","-0.0027"
"6340.0002","-0.2194","-0.2521","-0.0026"
"6360.0001","-0.2194","-0.2521","-0.0023"
"6380.0001","-0.2194","-0.2521","-0.0024"
"6400.0001","-0.2194","-0.2521","-0.0024"
"6420.0001","-0.2194","-0.2521","-0.0024"
"6440.0001","-0.2194","-0.2521","-0.0024"
"6460.0000","-0.2194","-0.2521","-0.0023"
"6480.0000","-0.2194","-0.2521","-0.0023"
"6500.0000","-0.2194","-0.2521","-0.0022"
"6520.0000","-0.2194","-0.2521","-0.0022"
"6540.0000","-0.2194","-0.2521","-0.0021"
"6559.9999","-0.2194","-0.2521","-0.0024"
"6579.9999","-0.2194","-0.2521","-0.0025"
"6599.9999","-0.2194","-0.2521","-0.0023"
"6619.9999","-0.2194","-0.2521","-0.0027"
"6639.9999","-0.2194","-0.2521","-0.0026"
"6659.9998","-0.2194","-0.2521","-0.0021"
"6679.9998","-0.2194","-0.2521","-0.0022"
"6699.9998","-0.2194","-0.2521","-0.0025"
"6719.9998","-0.2194","-0.2521","-0.0027"
"6739.9998","-0.2194","-0.2521","-0.0026"
"6760.0002","-0.2194","-0.2521","-0.0022"
"6780.0002","-0.2194","-0.2521","-0.0020"
"6800.0002","-0.2194","-0.2521","-0.0022"
"6820.0002","-0.2194","-0.2521","-0.0023"
"6840.0002","-0.2194","-0.2521","-0.0022"
"6860.0001","-0.2194","-0.2521","-0.0020"
"6880.0001","-0.2194","-0.2521","-0.0017"
"6900.0001","-0.2194","-0.2521","-0.0019"
"6920.0001","-0.2194","-0.2521","-0.0020"
"6940.0001","-0.2194","-0.2521","-0.0018"
"6960.0000","-0.2194","-0.2521","-0.0019"
"6980.0000","-0.2194","-0.2521","-0.0018"
"7000.0000","-0.2194","-0.2521","-0.0019"
"7020.0000","-0.2194","-0.2521","-0.0024"
"7040.0000","-0.2194","-0.2521","-0.0023"
"7059.9999","-0.2194","-0.2521","-0.0020"
"7079.9999","-0.2194","-0.2521","-0.0021"
"7099.9999","-0.2194","-0.2521","-0.0018"
"7119.9999","-0.2194","-0.2521","-0.0017"
"7139.9999","-0.2194","-0.2521","-0.0018"
"7159.9998","-0.2194","-0.2521","-0.0019"
"7179.9998","-0.2194","-0.2521","-0.0020"
"7199.9998","-0.2194","-0.2521","-0.0019"
"7219.9998","-0.2194","-0.2521","-0.0020"
"7239.9998","-0.2194","-0.2521","-0.0020"
"7260.0002","-0.2194","-0.2521","-0.0018"
"7280.0002","-0.2194","-0.2521","-0.0019"
"7300.0002","-0.2194","-0.2521","-0.0019"
"7320.0002","-0.2194","-0.2521","-0.0019"
"7340.0002","-0.2194","-0.2521","-0.0018"
"7360.0001","-0.2194","-0.2521","-0.0017"
"7380.0001","-0.2194","-0.2521","-0.0019"
"7400.0001","-0.2194","-0.2521","-0.0020"
"7420.0001","-0.2194","-0.2521","-0.0018"
"7440.0001","-0.2194","-0.2521","-0.0018"
"7460.0000","-0.2194","-0.2521","-0.0016"
"7480.0000","-0.2194","-0.2521","-0.0014"
"7500.0000","-0.2194","-0.2521","-0.0016"
"7520.0000","-0.2194","-0.2521","-0.0015"
"7540.0000","-0.2194","-0.2521","-0.0019"
"7559.9999","-0.2194","-0.2521","-0.0019"
"7579.9999","-0.2194","-0.2521","-0.0015"
"7599.9999","-0.2194","-0.2521","-0.0013"
"7619.9999","-0.2194","-0.2521","-0.0016"
"7639.9999","-0.2194","-0.2521","-0.0017"
"7659.9998","-0.2194","-0.2521","-0.0019"
"7679.9998","-0.2194","-0.2521","-0.0018"
"7699.9998","-0.2194","-0.2521","-0.0018"
"7719.9998","-0.2194","-0.2521","-0.0018"
"7739.9998","-0.2194","-0.2521","-0.0016"
"7760.0002","-0.2194","-0.2521","-0.0015"
"7780.0002","-0.2194","-0.2521","-0.0015"
"7800.0002","-0.2194","-0.2521","-0.0014"
"7820.0002","-0.2194","-0.2521","-0.0016"
"7840.0002","-0.2194","-0.2521","-0.0015"
"7860.0001","-0.2194","-0.2521","-0.0014"
"7880.0001","-0.2194","-0.2521","-0.0011"
"7900.0001","-0.2194","-0.2521","-0.0013"
"7920.0001","-0.2194","-0.2521","-0.0017"
"7940.0001","-0.2194","-0.2521","-0.0015"
"7960.0000","-0.2194","-0.2521","-0.0016"
"7980.0000","-0.2194","-0.2521","-0.0015"
"8000.0000","-0.2194","-0.2521","-0.0015"
"8020.0005","-0.2194","-0.2521","-0.0013"
"8040.0000","-0.2194","-0.2521","-0.0012"
"8060.0004","-0.2194","-0.2521","-0.0012"
"8079.9999","-0.2194","-0.2521","-0.0014"
"8100.0004","-0.2194","-0.2521","-0.0014"
"8119.9999","-0.2194","-0.2521","-0.0015"
"8140.0003","-0.2194","-0.2521","-0.0016"
"8159.9998","-0.2194","-0.2521","-0.0014"
"8180.0003","-0.2194","-0.2521","-0.0014"
"8199.9998","-0.2194","-0.2521","-0.0010"
"8220.0003","-0.2194","-0.2521","-0.0009"
"8239.9998","-0.2194","-0.2521","-0.0009"
"8260.0002","-0.2194","-0.2521","-0.0008"
"8279.9997","-0.2194","-0.2521","-0.0009"
"8300.0002","-0.2194","-0.2521","-0.0011"
"8319.9997","-0.2194","-0.2521","-0.0009"
"8340.0002","-0.2194","-0.2521","-0.0010"
"8359.9997","-0.2194","-0.2521","-0.0010"
"8380.0001","-0.2194","-0.2521","-0.0008"
"8399.9996","-0.2194","-0.2521","-0.0010"
"8420.0001","-0.2194","-0.2521","-0.0008"
"8439.9996","-0.2194","-0.2521","-0.0013"
"8460.0000","-0.2194","-0.2521","-0.0012"
"8479.9995","-0.2194","-0.2521","-0.0008"
"8500.0000","-0.2194","-0.2521","-0.0006"
"8520.0005","-0.2194","-0.2521","-0.0007"
"8540.0000","-0.2194","-0.2521","-0.0008"
"8560.0004","-0.2194","-0.2521","-0.0010"
"8579.9999","-0.2194","-0.2521","-0.0007"
"8600.0004","-0.2194","-0.2521","-0.0007"
"8619.9999","-0.2194","-0.2521","-0.0007"
"8640.0003","-0.2194","-0.2521","-0.0006"
"8659.9998","-0.2194","-0.2521","-0.0008"
"8680.0003","-0.2194","-0.2521","-0.0008"
"8699.9998","-0.2194","-0.2521","-0.0010"
"8720.0003","-0.2194","-0.2521","-0.0008"
"8739.9998","-0.2194","-0.2521","-0.0007"
"8760.0002","-0.2194","-0.2521","-0.0008"
"8779.9997","-0.2194","-0.2521","-0.0007"
"8800.0002","-0.2194","-0.2521","-0.0007"
"8819.9997","-0.2194","-0.2521","-0.0007"
"8840.0002","-0.2194","-0.2521","-0.0004"
"8859.9997","-0.2194","-0.2521","-0.0004"
"8880.0001","-0.2194","-0.2521","-0.0005"
"8899.9996","-0.2194","-0.2521","-0.0003"
"8920.0001","-0.2194","-0.2521","-0.0008"
"8939.9996","-0.2194","-0.2521","-0.0007"
"8960.0000","-0.2194","-0.2521","-0.0006"
"8979.9995","-0.2194","-0.2521","-0.0008"
"9000.0000","-0.2194","-0.2521","-0.0005"
"9020.0005","-0.2194","-0.2521","-0.0007"
"9040.0000","-0.2194","-0.2521","-0.0008"
"9060.0004","-0.2194","-0.2521","-0.0007"
"9079.9999","-0.2194","-0.2521","-0.0007"
"9100.0004","-0.2194","-0.2521","-0.0004"
"9119.9999","-0.2194","-0.2521","-0.0002"
"9140.0003","-0.2194","-0.2521","-0.0003"
"9159.9998","-0.2194","-0.2521","-0.0005"
"9180.0003","-0.2194","-0.2521","-0.0005"
"9199.9998","-0.2194","-0.2521","-0.0004"
"9220.0003","-0.2194","-0.2521","-0.0002"
"9239.9998","-0.2194","-0.2521","-0.0003"
"9260.0002","-0.2194","-0.2521","-0.0001"
"9279.9997","-0.2194","-0.2521","0.0000"
"9300.0002","-0.2194","-0.2521","-0.0001"
"9319.9997","-0.2194","-0.2521","-0.0001"
"9340.0002","-0.2194","-0.2521","-0.0002"
"9359.9997","-0.2194","-0.2521","-0.0003"
"9380.0001","-0.2194","-0.2521","-0.0002"
"9399.9996","-0.2194","-0.2521","-0.0003"
"9420.0001","-0.2194","-0.2521","-0.0002"
"9439.9996","-0.2194","-0.2521","0.0000"
"9460.0000","-0.2194","-0.2521","0.0001"
"9479.9995","-0.2194","-0.2521","0.0001"
"9500.0000","-0.2194","-0.2521","-0.0002"
"9520.0005","-0.2194","-0.2521","-0.0003"
"9540.0000","-0.2194","-0.2521","-0.0002"
"9560.0004","-0.2194","-0.2521","-0.0002"
"9579.9999","-0.2194","-0.2521","-0.0001"
"9600.0004","-0.2194","-0.2521","-0.0003"
"9619.9999","-0.2194","-0.2521","-0.0002"
"9640.0003","-0.2194","-0.2521","0.0001"
"9659.9998","-0.2194","-0.2521","0.0000"
"9680.0003","-0.2194","-0.2521","0.0002"
"9699.9998","-0.2194","-0.2521","0.0002"
"9720.0003","-0.2194","-0.2521","0.0001"
"9739.9998","-0.2194","-0.2521","0.0002"
"9760.0002","-0.2194","-0.2521","0.0001"
"9779.9997","-0.2194","-0.2521","0.0000"
"9800.0002","-0.2194","-0.2521","0.0000"
"9819.9997","-0.2194","-0.2521","-0.0001"
"9840.0002","-0.2194","-0.2521","0.0000"
"9859.9997","-0.2194","-0.2521","0.0001"
"9880.0001","-0.2194","-0.2521","-0.0003"
"9899.9996","-0.2194","-0.2521","-0.0001"
"9920.0001","-0.2194","-0.2521","0.0000"
"9939.9996","-0.2194","-0.2521","0.0000"
"9960.0000","-0.2194","-0.2521","0.0002"
"9979.9995","-0.2194","-0.2521","0.0002"
"9998.9996","-0.2194","-0.2521","0.0003"
"10000.0000","-0.2194","-0.2521","0.0003"
"10012.0001","-0.2194","-0.2521","0.0004"
"10031.9996","-0.2196","-0.2524","-0.0006"
"10052.0000","-0.2239","-0.2573","-0.0062"
"10071.9995","-0.2359","-0.2711","-0.0164"
"10092.0000","-0.2529","-0.2907","-0.0293"
"10112.0005","-0.2707","-0.3111","-0.0430"
"10132.0000","-0.2878","-0.3308","-0.0555"
"10152.0004","-0.3044","-0.3499","-0.0670"
"10171.9999","-0.3208","-0.3687","-0.0787"
"10192.0004","-0.3372","-0.3875","-0.0901"
"10211.9999","-0.3538","-0.4066","-0.1012"
"10232.0004","-0.3704","-0.4258","-0.1126"
"10251.9999","-0.3870","-0.4449","-0.1236"
"10272.0003","-0.4035","-0.4638","-0.1348"
"10291.9998","-0.4200","-0.4828","-0.1460"
"10312.0003","-0.4367","-0.5019","-0.1570"
"10331.9998","-0.4534","-0.5211","-0.1682"
"10352.0002","-0.4699","-0.5402","-0.1792"
"10371.9997","-0.4864","-0.5591","-0.1902"
"10392.0002","-0.5031","-0.5782","-0.2014"
"10411.9997","-0.5199","-0.5976","-0.2125"
"10432.0002","-0.5366","-0.6168","-0.2233"
"10451.9997","-0.5532","-0.6359","-0.2341"
"10472.0001","-0.5697","-0.6548","-0.2450"
"10491.9996","-0.5863","-0.6739","-0.2557"
"10512.0001","-0.6030","-0.6931","-0.2668"
"10531.9996","-0.6196","-0.7122","-0.2776"
"10552.0000","-0.6362","-0.7313","-0.2883"
"10571.9995","-0.6528","-0.7504","-0.2992"
"10592.0000","-0.6696","-0.7696","-0.3100"
"10612.0005","-0.6864","-0.7890","-0.3212"
"10632.0000","-0.7030","-0.8081","-0.3318"
"10652.0004","-0.7196","-0.8271","-0.3422"
"10671.9999","-0.7362","-0.8462","-0.3528"
"10692.0004","-0.7529","-0.8654","-0.3634"
"10711.9999","-0.7696","-0.8846","-0.3739"
"10732.0004","-0.7862","-0.9037","-0.3845"
